customer_id,age,gender,joined_through_referral,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,feedback,region_category,membership_category,medium_of_operation,preferred_offer_types,internet_option,complaint_status,churn_risk_score
fffe4300490044003400360031003000,55,Female,Yes,13,14.32794472,120.2659969,3.31662479,578.68,Yes,Yes,No reason specified,City,Basic Membership,Unknown,Gift Vouchers/Coupons,Mobile_Data,Not Applicable,5
fffe430049004400350030003700,19,Female,Yes,10,26.47017189,106.2812307,4.69041576,1069.88,Yes,No,Poor Product Quality,Town,Gold Membership,Smartphone,Without Offers,Wi-Fi,Not Applicable,3
fffe43004900440034003800380035003600,23,Female,Yes,6,22.89759813,133.4914979,3.872983346,821.48,Yes,Yes,Reasonable Price,Town,Premium Membership,Smartphone,Gift Vouchers/Coupons,Fiber_Optic,Unsolved,1
fffe43004900440035003200390035003500,22,Female,No,12,7.912648103,67.7234819,0,621.31,Yes,No,Poor Product Quality,Unknown,No Membership,Smartphone,Credit/Debit Card Offers,Wi-Fi,Not Applicable,5
fffe43004900440031003400310032003600,41,Male,No,17,8.538735269,112.6360955,4.898979486,702,Yes,No,Poor Customer Service,City,No Membership,Desktop,Credit/Debit Card Offers,Wi-Fi,Not Applicable,4
fffe43004900440032003600310035003300,36,Female,No,11,18.13174013,208.5518641,4.898979486,575.48,No,Yes,No reason specified,City,No Membership,Both,Without Offers,Wi-Fi,Not Applicable,5
fffe430049004400380031003400,58,Female,Yes,10,19.67816048,165.1629801,4,368.42,Yes,No,No reason specified,Town,Silver Membership,Smartphone,Credit/Debit Card Offers,Wi-Fi,Not Applicable,4
fffe43004900440036003200390037003500,19,Male,No,4,12.78632082,72.95354686,4.358898944,633.44,No,Yes,Too many ads,Village,Basic Membership,Unknown,Gift Vouchers/Coupons,Mobile_Data,No Information Available,4
fffe4300490044003200360033003900,62,Male,No,8,34.21735865,212.4411213,2.236067977,714.59,Yes,No,No reason specified,Village,Premium Membership,Unknown,Gift Vouchers/Coupons,Mobile_Data,Not Applicable,3
fffe43004900440033003700330036003600,28,Male,No,10,15.02031957,146.5130028,3.605551275,774.27,Yes,No,Poor Product Quality,Town,Gold Membership,Unknown,Credit/Debit Card Offers,Fiber_Optic,Solved,3
fffe43004900440031003800330031003500,17,Female,Yes,12,11.96787366,164.3780095,5,766.59,No,Yes,Poor Product Quality,Town,Premium Membership,Unknown,Credit/Debit Card Offers,Mobile_Data,Not Applicable,3
fffe43004900440034003700380034003600,27,Female,Yes,10,10.56219674,128.8216209,5.099019514,704.5,Yes,No,Poor Product Quality,City,Premium Membership,Unknown,Gift Vouchers/Coupons,Mobile_Data,No Information Available,3
fffe4300490044003600360037003100,39,Male,Yes,11,5.513619501,147.117538,2.645751311,657.67,Yes,No,No reason specified,City,Basic Membership,Desktop,Without Offers,Fiber_Optic,Solved,5
fffe43004900440035003400350032003000,36,Male,Yes,8,25.96459127,124.558139,4.242640687,669.2,Yes,No,Poor Product Quality,Unknown,Basic Membership,Unknown,Without Offers,Fiber_Optic,Not Applicable,5
fffe43004900440033003100340033003100,46,Male,Yes,21,35.22148505,151.0316854,4.795831523,520.09,Yes,No,Poor Product Quality,City,Basic Membership,Unknown,Gift Vouchers/Coupons,Mobile_Data,Not Applicable,5
fffe4300490044003300330034003500,59,Female,Yes,14,5.48452368,130.7037872,3.741657387,637.3,No,Yes,Poor Customer Service,City,Gold Membership,Unknown,Gift Vouchers/Coupons,Wi-Fi,Solved,4
fffe43004900440034003200350036003900,58,Female,Yes,14,29.57498943,120.1809469,5.196152423,601.68,Yes,Yes,No reason specified,Unknown,Basic Membership,Desktop,Credit/Debit Card Offers,Mobile_Data,Not Applicable,5
fffe43004900440032003200380038003700,10,Male,No,17,8.559205571,93.42248123,0,662.64,No,Yes,Poor Customer Service,Town,Gold Membership,Smartphone,Credit/Debit Card Offers,Fiber_Optic,Unsolved,4
fffe43004900440033003400350033003900,35,Female,Yes,14,29.27609947,140.2765126,4.582575695,753.6,Yes,Yes,No reason specified,Town,Platinum Membership,Desktop,Credit/Debit Card Offers,Wi-Fi,Unsolved,3
fffe43004900440032003700370031003200,26,Female,Yes,14,23.92383748,132.4178613,2.449489743,147.69,No,Yes,Poor Website,Town,Gold Membership,Both,Without Offers,Mobile_Data,Not Applicable,4
fffe4300490044003100330035003600,46,Female,Yes,20,0,173.7575898,3.16227766,756.05,No,Yes,Poor Website,Village,Premium Membership,Both,Gift Vouchers/Coupons,Fiber_Optic,Not Applicable,3
fffe43004900440035003500300036003500,20,Female,Yes,18,9.560857702,69.95226944,3.16227766,647.78,No,Yes,No reason specified,City,No Membership,Smartphone,Without Offers,Mobile_Data,Solved,5
fffe43004900440034003700390035003000,44,Female,No,-1,12.59245806,225.899336,1,774.5,Yes,No,Products always in Stock,Unknown,Silver Membership,Smartphone,Gift Vouchers/Coupons,Mobile_Data,Not Applicable,2
fffe4300490044003800320036003400,18,Female,Yes,22,10.89954127,97.17864992,3.464101615,743.49,Yes,No,Poor Customer Service,Town,Silver Membership,Unknown,Without Offers,Fiber_Optic,Solved,3
fffe43004900440035003300340034003300,11,Male,Yes,18,5.533534133,144.3663396,2.645751311,614.44,No,Yes,No reason specified,City,Basic Membership,Desktop,Credit/Debit Card Offers,Wi-Fi,Solved in Follow-up,5
fffe43004900440031003700360031003100,27,Male,No,9,11.15930105,69.14701729,3.605551275,632.31,No,Yes,Poor Website,Town,Gold Membership,Smartphone,Credit/Debit Card Offers,Mobile_Data,Unsolved,4
fffe4300490044003600340034003200,55,Female,No,8,5.492722458,187.0292758,3.31662479,717.04,Yes,No,Poor Customer Service,Town,Premium Membership,Desktop,Without Offers,Fiber_Optic,No Information Available,3
fffe43004900440033003000350035003200,60,Female,Yes,15,8.717224329,246.1537934,4,752.51,Yes,No,User Friendly Website,Unknown,Premium Membership,Desktop,Credit/Debit Card Offers,Fiber_Optic,Not Applicable,1
fffe43004900440033003500350039003400,21,Female,No,24,9.633275663,175.9849994,5.291502622,652.23,No,Yes,Poor Product Quality,Unknown,Basic Membership,Smartphone,Without Offers,Fiber_Optic,Not Applicable,4
fffe43004900440033003000340031003900,42,Female,No,14,9.073036978,126.6586752,3,695.49,Yes,No,Poor Website,City,Basic Membership,Desktop,Without Offers,Wi-Fi,Solved,4
fffe43004900440035003400380030003400,48,Female,Yes,7,7.810249676,183.2137277,3.872983346,1036.71,No,Yes,Reasonable Price,Village,Gold Membership,Unknown,Credit/Debit Card Offers,Wi-Fi,Solved in Follow-up,2
fffe43004900440033003700330039003200,19,Male,No,15,12.47116675,279.113167,2.449489743,1241.59,Yes,No,Reasonable Price,Town,Gold Membership,Desktop,Credit/Debit Card Offers,Wi-Fi,No Information Available,2
fffe4300490044003100310038003000,24,Female,Yes,11,5.884725992,73.25694506,0,714.75,No,Yes,Poor Website,Town,Silver Membership,Unknown,Credit/Debit Card Offers,Wi-Fi,Unsolved,3
fffe43004900440035003000390037003000,31,Male,Yes,13,6.093439095,171.8741691,4.472135955,765.89,No,Yes,Too many ads,Village,Premium Membership,Smartphone,Without Offers,Fiber_Optic,Solved in Follow-up,3
fffe43004900440033003500360035003600,36,Female,No,5,0,134.9057819,4.795831523,758.7,Yes,No,No reason specified,City,Premium Membership,Smartphone,Gift Vouchers/Coupons,Wi-Fi,No Information Available,3
fffe43004900440035003200340031003800,14,Female,Yes,15,19.24577876,137.5933138,4.795831523,626.85,Yes,No,Poor Product Quality,Village,Basic Membership,Unknown,Without Offers,Wi-Fi,Solved,5
fffe43004900440032003900310034003100,42,Female,Yes,11,0,216.8403791,3.16227766,711.33,Yes,No,Poor Product Quality,Town,Premium Membership,Desktop,Without Offers,Wi-Fi,Not Applicable,3
